frame_number,time_seconds,cluster_0_similarity,cluster_1_similarity,cluster_2_similarity
74,1.2333333333333334,0.9898232739678133,0.9924002431166403,0.9988954703926672
75,1.25,0.989138013785685,0.9931609808125101,0.9986980935075334
76,1.2666666666666666,0.989078053359609,0.9935451372455655,0.9983940201895125
77,1.2833333333333334,0.987082843521539,0.9935018194601923,0.998655350230513
78,1.3,0.9894100703958368,0.9958610614643395,0.9986460590523112
79,1.3166666666666667,0.9858919470143326,0.9948761245612676,0.9981947876963775
80,1.3333333333333333,0.9869980766666744,0.996002830678575,0.9982656053708396
81,1.35,0.9878409622616008,0.9970234916595568,0.9978808711849088
82,1.3666666666666667,0.986650049931372,0.9976704421762002,0.9966834513262339
83,1.3833333333333333,0.9870708107552346,0.998511965093684,0.9957648438415264
84,1.4,0.9881101235879124,0.9988702990235849,0.9959370976414866
85,1.4166666666666667,0.9873292012683257,0.9989872288072084,0.9946164961378907
86,1.4333333333333333,0.9898142794808037,0.9998781663165083,0.9923063689998237
87,1.45,0.9900252715595476,0.9998857526350562,0.9921997123620112
88,1.4666666666666666,0.9908309075440642,0.999590636790561,0.991280187515761
89,1.4833333333333334,0.9894833600747677,0.9996635451910358,0.9918877166423171
90,1.5,0.9875019247455163,0.9988510168047957,0.9949078866979004
91,1.5166666666666666,0.9881891928107657,0.9988885161523354,0.9956562143059664
92,1.5333333333333334,0.9894446573816429,0.9986457176021465,0.9968864308144094
93,1.55,0.9899019770850346,0.9983683413952107,0.9971881833836886
94,1.5666666666666667,0.9898936747872285,0.9974598637643985,0.9975113732949314
95,1.5833333333333333,0.9905378791728113,0.9968878449273643,0.9980128452619229
96,1.6,0.9880285436880463,0.9956682178110103,0.998037741569627
97,1.6166666666666667,0.9907723887521295,0.9957993685782445,0.9982581273612778
98,1.6333333333333333,0.9903842802352605,0.9934424334752727,0.9978737555791836
99,1.65,0.9890254471110599,0.993486410646147,0.9983240187324194
100,1.6666666666666667,0.989340100055353,0.9920811879073895,0.9991207964145645
101,1.6833333333333333,0.9898442325864857,0.9920267609942641,0.999296773635618
102,1.7,0.9896615441409354,0.9921629358507007,0.9971563500648088
103,1.7166666666666666,0.9961724591427064,0.9919909390380208,0.9971625382916895
104,1.7333333333333334,0.996402715095644,0.991329763663154,0.9966965888434468
105,1.75,0.9978162662789382,0.9920092746630014,0.9954786318444776
106,1.7666666666666666,0.9980281294268399,0.9917823465260177,0.993993011568491
107,1.7833333333333334,0.998899660642672,0.9899455845908105,0.9909562424789262
108,1.8,0.9992984166086379,0.991040135931079,0.9929092900978944
109,1.8166666666666667,0.9989447337103603,0.9895323848722197,0.9900761234667854
110,1.8333333333333333,0.9993163808770744,0.9897721150386363,0.9904674835590023
111,1.85,0.9989170729693291,0.9890882478484355,0.9893921779881139
112,1.8666666666666667,0.9991228459221272,0.9894160830117333,0.989658256259727
113,1.8833333333333333,0.9990754929377833,0.9905890636987922,0.9910547727628848
114,1.9,0.9987893224619399,0.9914827263069292,0.9945107506580287
115,1.9166666666666667,0.9987368107298235,0.991806317352416,0.9948975675266662
116,1.9333333333333333,0.997132973064285,0.9911806027347712,0.9960216664428609
117,1.95,0.9950129445584202,0.99052653778527,0.9974521705674962
118,1.9666666666666666,0.9943763159531801,0.9898236300227159,0.9967347354310295
119,1.9833333333333334,0.993640480862416,0.991888594064974,0.9974584753694931
120,2.0,0.9928618930003753,0.991477491327413,0.9968684069420805
121,2.0166666666666666,0.9904355614883721,0.9923320435044294,0.998937152164068
122,2.033333333333333,0.9890246264681736,0.9926268792388024,0.9990151011963524
123,2.05,0.9908502766443597,0.9938455732224223,0.9988503110445528
124,2.066666666666667,0.989764135477979,0.994383269294348,0.9991687690615002
125,2.0833333333333335,0.9896479052101336,0.9955213432673565,0.9989682319264768
126,2.1,0.9872451456021942,0.9956589258037977,0.9979851986510014
127,2.1166666666666667,0.9857139027500934,0.9949062876113107,0.9980989850506128
128,2.1333333333333333,0.9884542785216586,0.9978136988109859,0.9976477867399288
129,2.15,0.9880396363601549,0.9979681417215787,0.997172743564938
130,2.1666666666666665,0.9868439805197734,0.9977364173951857,0.9963285056913584
131,2.183333333333333,0.9878603402375081,0.9987821753059072,0.9949805347721541
132,2.2,0.9892012513639239,0.9995925523238922,0.9935551995298733
133,2.216666666666667,0.990308167239763,0.9996871206924725,0.9910831612905696
134,2.2333333333333334,0.9903221347482047,0.9998976005184761,0.9925010566275803
135,2.25,0.9900566751166615,0.9996151982812124,0.9909958713941367
136,2.2666666666666666,0.9867442478582348,0.9984211751251817,0.9946304623310613
137,2.283333333333333,0.9882840643991786,0.999267104696508,0.9943068559270781
138,2.3,0.9870681012969228,0.9984264317580676,0.9954446141982878
139,2.316666666666667,0.9879788535255742,0.9980371131470697,0.9971410826314515
140,2.3333333333333335,0.9894768422263924,0.998103125402715,0.9974763099141437
141,2.35,0.9896215460767004,0.9975777489429862,0.9969146203978124
142,2.3666666666666667,0.9901121491861211,0.9969994699138423,0.9974130712851434
143,2.3833333333333333,0.9896291808868891,0.9959398411882016,0.9964940871733371
144,2.4,0.9915295474367631,0.9950763844344174,0.9964721111552413
145,2.4166666666666665,0.9909405558215402,0.9953530387366897,0.9974094880158882
146,2.433333333333333,0.9870066729456266,0.9923489401242399,0.9977552585612731
147,2.45,0.9771966272740302,0.9847816437215784,0.9940584929413228
148,2.466666666666667,0.9864653848643468,0.9904287256272342,0.9982578337541218
149,2.4833333333333334,0.9923261411302586,0.9925478870779214,0.9990163133604377
150,2.5,0.9965869753238721,0.9918312634211465,0.9966189246674972
151,2.5166666666666666,0.9977430454711317,0.9921096324361136,0.9956872969154282
152,2.533333333333333,0.9973775196525049,0.9925740962781059,0.9959366670395772
153,2.55,0.9991459895500566,0.9915592349187252,0.9924567010752761
154,2.566666666666667,0.9993881128450881,0.9908426639598191,0.9912690131371152
155,2.5833333333333335,0.9994557155128434,0.9903229377932352,0.9900919412845286
156,2.6,0.9993669219348718,0.9894799883314783,0.989158869770011
157,2.6166666666666667,0.9996005964739321,0.9895497239681065,0.9884091036323854
158,2.6333333333333333,0.9998427166466265,0.9899496342428526,0.988727999030135
159,2.65,0.9998898104628258,0.990149206854589,0.988644296357985
160,2.6666666666666665,0.9997177547112008,0.9906265499461306,0.9899155108320861
161,2.683333333333333,0.9995582275496536,0.9912272810532101,0.9908761633938244
162,2.7,0.9992587887128069,0.9912134091319664,0.9915951644142618
163,2.716666666666667,0.997492007714133,0.9915197390977897,0.9956252815122208
164,2.7333333333333334,0.9945151053522923,0.98916733152039,0.9959606398935918
165,2.75,0.9943580950781876,0.9877083851732078,0.9935133770861906
166,2.7666666666666666,0.9945607848584594,0.9909830988692812,0.9971793009329966
167,2.783333333333333,0.9932515380694548,0.9912660497976566,0.9972835872963851
168,2.8,0.9917796827859384,0.9923680765023366,0.998544703269975
169,2.816666666666667,0.991556373399796,0.9936319111539234,0.9982967965697414
170,2.8333333333333335,0.9904442962474054,0.9936079676557434,0.9989919650666659
171,2.85,0.9871459957265942,0.9927473364418835,0.9993785524648859
172,2.8666666666666667,0.989425683095038,0.9955083147851698,0.9989785762864701
173,2.8833333333333333,0.9883358016171073,0.995966122395747,0.9976336388523698
174,2.9,0.9856244756111909,0.995342831815242,0.9971096483031907
175,2.9166666666666665,0.9857109871400728,0.9957078721237589,0.9971592998280436
176,2.933333333333333,0.9864728373136409,0.9971458985375807,0.9970164054169202
177,2.95,0.9860122163337433,0.9974650326610338,0.9953502905585563
178,2.966666666666667,0.9881780951934475,0.9989749619994325,0.994873211210978
179,2.9833333333333334,0.9884107130658624,0.9992406504687315,0.9937345113793645
180,3.0,0.9887719623552239,0.9994453581590653,0.99303779436759
181,3.0166666666666666,0.9907099076006769,0.9992694117474591,0.9898281637864852
182,3.033333333333333,0.9900429934826199,0.9990856694603107,0.9894486011902897
183,3.05,0.9872638942271525,0.9988375392547957,0.99386211393592
184,3.066666666666667,0.9870414479184673,0.9982499708980616,0.9946032292843412
185,3.0833333333333335,0.9855847337908192,0.9961732731517934,0.9970265053348751
186,3.1,0.9889838807054367,0.9979561192788625,0.9971495070063289
187,3.1166666666666667,0.9871772090104949,0.996850880637804,0.9966005398690809
188,3.1333333333333333,0.98834660384969,0.9965358103924888,0.9969784512827926
189,3.15,0.9889715229483965,0.9959999540460704,0.9963428572369066
190,3.1666666666666665,0.989676121634678,0.9952318833463567,0.9959879730939636
191,3.183333333333333,0.9880407168363895,0.9941154481987309,0.9978810173323185
192,3.2,0.9898331632339332,0.9946272621749497,0.9971557729083235
193,3.216666666666667,0.9891730321104965,0.9930681674830386,0.9988064455535579
194,3.2333333333333334,0.9881257892327557,0.9921675858979859,0.9984772309865309
195,3.25,0.9869972528191866,0.9907081513462093,0.9979209951760883
196,3.2666666666666666,0.9968529576191273,0.9926344435679582,0.9956346230168345
197,3.283333333333333,0.9977857958326636,0.9921164591103141,0.9943048367802776
198,3.3,0.9985288842130405,0.9922153054247947,0.993363398651122
199,3.316666666666667,0.9989073583139008,0.9917866350424682,0.9933574669503475
200,3.3333333333333335,0.9988388329309152,0.9913031476651013,0.9932205868036006
201,3.35,0.9994662860012241,0.9908652837437041,0.9916594090299242
202,3.3666666666666667,0.9991461048932568,0.9898552047288159,0.9889977101875189
203,3.3833333333333333,0.9995074057540275,0.9898401410968722,0.989313017750209
204,3.4,0.9996725623994716,0.9897126993688286,0.9889926427478363
205,3.4166666666666665,0.9997602915571264,0.9907428792004895,0.9904776488887386
206,3.433333333333333,0.9994790681316421,0.990620688660573,0.9898662197475384
207,3.45,0.9993123995174906,0.9909931094883903,0.9906866612103497
208,3.466666666666667,0.9986338035118791,0.991874231864302,0.9946237738187568
209,3.4833333333333334,0.9964615684766932,0.990942538650462,0.9961506921999459
210,3.5,0.9954633481415871,0.9900419576104424,0.9959226106548718
211,3.5166666666666666,0.9944650248475028,0.9897303139118938,0.9960793329229565
212,3.533333333333333,0.9933914003203385,0.9910056217949202,0.9958523602724758
213,3.55,0.9925182278114927,0.9917984589946445,0.9978863137620402
214,3.566666666666667,0.992431881418416,0.9930238977254724,0.9979404258131809
215,3.5833333333333335,0.9902657301238271,0.9937304749102098,0.998660730156918
216,3.6,0.9902413068975908,0.9935952257784115,0.9981726748532447
217,3.6166666666666667,0.9885234373868897,0.9938782329773193,0.9991539984853377
218,3.6333333333333333,0.9893322378187818,0.9960186783081852,0.9980681616706149
219,3.65,0.9873718481840241,0.9962242519930813,0.99756323277857
220,3.6666666666666665,0.986166251876237,0.995943048702575,0.9977085657410439
221,3.683333333333333,0.9854132673729203,0.996439435302883,0.9965591847670621
222,3.7,0.9886765767173732,0.9986298703252108,0.9960338083133721
223,3.716666666666667,0.9880369727019602,0.9991601120478033,0.9946490032469857
224,3.7333333333333334,0.990148909206042,0.9994970613945582,0.991225580633542
225,3.75,0.9853800014308617,0.9895363670525558,0.9738826309560337
226,3.7666666666666666,0.986616608544946,0.9896422965321625,0.9755634617154813
227,3.783333333333333,0.9898717058870776,0.9949452892872839,0.9830137667569676
228,3.8,0.9892186834195932,0.9937680245437978,0.9813692142409772
229,3.816666666666667,0.9915686476014202,0.9986645598197561,0.9891498985220126
230,3.8333333333333335,0.9882777821221601,0.9990604730400618,0.9951116201738098
231,3.85,0.9842509482641574,0.9967000139429463,0.9951230257276138
232,3.8666666666666667,0.9888574727948707,0.9987694813809683,0.9963447215299157
233,3.8833333333333333,0.9889741763499684,0.9981855491683367,0.9971257014959143
234,3.9,0.985538748785153,0.9959236345985301,0.997128201526962
235,3.9166666666666665,0.9900640267006547,0.9973590080765473,0.9974518202236761
236,3.933333333333333,0.9891567634611835,0.9970155906480684,0.9969129101386176
237,3.95,0.9904842203523061,0.9962098593950033,0.9972991238959469
238,3.966666666666667,0.990771640190979,0.9951483709666067,0.9985598559614537
239,3.9833333333333334,0.9911597310841469,0.9950162953607525,0.9983909081322526
240,4.0,0.9892838984139394,0.9939832673285784,0.997161383834843
241,4.016666666666667,0.988864503934267,0.9927487027690458,0.9980947209070669
242,4.033333333333333,0.9911039800536141,0.9930819902722412,0.9967226306427066
243,4.05,0.9894775044029417,0.9920642678562228,0.9955264520536102
244,4.066666666666666,0.9969956293835212,0.9922958605060669,0.9954638211935405
245,4.083333333333333,0.9974100825645319,0.9925546843999153,0.995309365660621
246,4.1,0.9967566208454793,0.9921825924460412,0.994662532752546
247,4.116666666666666,0.9973052320765765,0.9912542028185881,0.9935514091063695
248,4.133333333333334,0.9985891494065047,0.9914715087097217,0.9924895216367544
249,4.15,0.9990768006250249,0.9912250083637572,0.9922652093092583
250,4.166666666666667,0.9996012471436968,0.9908455833617333,0.9913219175408863
251,4.183333333333334,0.999581521559847,0.9910730291308243,0.9912323479787633
252,4.2,0.9997148044414819,0.9904467189581727,0.9896903812143873
253,4.216666666666667,0.9989926911063909,0.9903224550247055,0.9897575824788862
254,4.233333333333333,0.9980861934015539,0.9898782829431383,0.9889270506405456
255,4.25,0.9991755148639436,0.9895805557240206,0.9886565202613372
256,4.266666666666667,0.999025874514924,0.9890323173978858,0.9882974025324405
257,4.283333333333333,0.9993273946672725,0.9890728978997236,0.9881830762935706
258,4.3,0.9983499536306271,0.9888960294954527,0.9879050017093396
259,4.316666666666666,0.9988744413602704,0.9887079734508663,0.9878546042913994
260,4.333333333333333,0.9991821806087697,0.9886161437707098,0.9877265825843026
261,4.35,0.9991156147979832,0.9890544039710908,0.9874695726646512
262,4.366666666666666,0.9990387102783475,0.9896030874656979,0.988084957522882
263,4.383333333333334,0.9976461759157325,0.988265033229431,0.9871872945998259
